"County","State","State_FIPS","County_FIPS","Category","Percent_Change_Mortality_Rate_1980_2014"
"Coffee County"," Georgia","13","069","Cardiovascular diseases",-45.82
"Colquitt County"," Georgia","13","071","Cardiovascular diseases",-34.77
"Columbia County"," Georgia","13","073","Cardiovascular diseases",-64.76
"Cook County"," Georgia","13","075","Cardiovascular diseases",-41.39
"Coweta County"," Georgia","13","077","Cardiovascular diseases",-59.66
"Crawford County"," Georgia","13","079","Cardiovascular diseases",-48.8
"Crisp County"," Georgia","13","081","Cardiovascular diseases",-47.5
"Dade County"," Georgia","13","083","Cardiovascular diseases",-36.64
"Dawson County"," Georgia","13","085","Cardiovascular diseases",-59.05
"DeKalb County"," Georgia","13","089","Cardiovascular diseases",-46.45
"Decatur County"," Georgia","13","087","Cardiovascular diseases",-47.3
"Dodge County"," Georgia","13","091","Cardiovascular diseases",-42.27
"Dooly County"," Georgia","13","093","Cardiovascular diseases",-53.04
"Dougherty County"," Georgia","13","095","Cardiovascular diseases",-40.28
"Douglas County"," Georgia","13","097","Cardiovascular diseases",-44.39
"Early County"," Georgia","13","099","Cardiovascular diseases",-29.98
"Echols County"," Georgia","13","101","Cardiovascular diseases",-52.28
"Effingham County"," Georgia","13","103","Cardiovascular diseases",-47.63
"Elbert County"," Georgia","13","105","Cardiovascular diseases",-34.83
"Emanuel County"," Georgia","13","107","Cardiovascular diseases",-40.43
"Evans County"," Georgia","13","109","Cardiovascular diseases",-44.73
"Fannin County"," Georgia","13","111","Cardiovascular diseases",-49.13
"Fayette County"," Georgia","13","113","Cardiovascular diseases",-59.71
"Floyd County"," Georgia","13","115","Cardiovascular diseases",-41.17
"Forsyth County"," Georgia","13","117","Cardiovascular diseases",-66.18
"Franklin County"," Georgia","13","119","Cardiovascular diseases",-33.48
"Fulton County"," Georgia","13","121","Cardiovascular diseases",-53.57
"Gilmer County"," Georgia","13","123","Cardiovascular diseases",-53.92
"Glascock County"," Georgia","13","125","Cardiovascular diseases",-39.51
"Glynn County"," Georgia","13","127","Cardiovascular diseases",-52.93
"Gordon County"," Georgia","13","129","Cardiovascular diseases",-41.46
"Grady County"," Georgia","13","131","Cardiovascular diseases",-43.69
"Greene County"," Georgia","13","133","Cardiovascular diseases",-55.05
"Gwinnett County"," Georgia","13","135","Cardiovascular diseases",-55.94
"Habersham County"," Georgia","13","137","Cardiovascular diseases",-51.1
"Hall County"," Georgia","13","139","Cardiovascular diseases",-52.16
"Hancock County"," Georgia","13","141","Cardiovascular diseases",-55.59
"Haralson County"," Georgia","13","143","Cardiovascular diseases",-26.3
"Harris County"," Georgia","13","145","Cardiovascular diseases",-56.48
"Hart County"," Georgia","13","147","Cardiovascular diseases",-44.31
"Heard County"," Georgia","13","149","Cardiovascular diseases",-54.87
"Henry County"," Georgia","13","151","Cardiovascular diseases",-53.49
"Houston County"," Georgia","13","153","Cardiovascular diseases",-52.66
"Irwin County"," Georgia","13","155","Cardiovascular diseases",-48.35
"Jackson County"," Georgia","13","157","Cardiovascular diseases",-44.48
"Jasper County"," Georgia","13","159","Cardiovascular diseases",-41.45
"Jeff Davis County"," Georgia","13","161","Cardiovascular diseases",-36.76
"Jefferson County"," Georgia","13","163","Cardiovascular diseases",-27.61
"Jenkins County"," Georgia","13","165","Cardiovascular diseases",-52.82
"Johnson County"," Georgia","13","167","Cardiovascular diseases",-42.11
"Jones County"," Georgia","13","169","Cardiovascular diseases",-47.56
"Lamar County"," Georgia","13","171","Cardiovascular diseases",-42.07
"Lanier County"," Georgia","13","173","Cardiovascular diseases",-52.65
"Laurens County"," Georgia","13","175","Cardiovascular diseases",-37.47
"Lee County"," Georgia","13","177","Cardiovascular diseases",-45.7
"Liberty County"," Georgia","13","179","Cardiovascular diseases",-47.97
"Lincoln County"," Georgia","13","181","Cardiovascular diseases",-43.47
"Long County"," Georgia","13","183","Cardiovascular diseases",-61.64
"Lowndes County"," Georgia","13","185","Cardiovascular diseases",-42.89
"Lumpkin County"," Georgia","13","187","Cardiovascular diseases",-48.78
"Macon County"," Georgia","13","193","Cardiovascular diseases",-32.51
"Madison County"," Georgia","13","195","Cardiovascular diseases",-35.23
"Marion County"," Georgia","13","197","Cardiovascular diseases",-50.8
"McDuffie County"," Georgia","13","189","Cardiovascular diseases",-42.46
"McIntosh County"," Georgia","13","191","Cardiovascular diseases",-66.75
"Meriwether County"," Georgia","13","199","Cardiovascular diseases",-39.18
"Miller County"," Georgia","13","201","Cardiovascular diseases",-40.67
"Mitchell County"," Georgia","13","205","Cardiovascular diseases",-45.04
"Monroe County"," Georgia","13","207","Cardiovascular diseases",-47
"Montgomery County"," Georgia","13","209","Cardiovascular diseases",-46.04
"Morgan County"," Georgia","13","211","Cardiovascular diseases",-40.78
"Murray County"," Georgia","13","213","Cardiovascular diseases",-36.13
"Muscogee County"," Georgia","13","215","Cardiovascular diseases",-44.14
"Newton County"," Georgia","13","217","Cardiovascular diseases",-47.55
"Oconee County"," Georgia","13","219","Cardiovascular diseases",-48.21
"Oglethorpe County"," Georgia","13","221","Cardiovascular diseases",-53.77
"Paulding County"," Georgia","13","223","Cardiovascular diseases",-58.96
"Peach County"," Georgia","13","225","Cardiovascular diseases",-40.58
"Pickens County"," Georgia","13","227","Cardiovascular diseases",-51.7
"Pierce County"," Georgia","13","229","Cardiovascular diseases",-48.28
"Pike County"," Georgia","13","231","Cardiovascular diseases",-46.78
"Polk County"," Georgia","13","233","Cardiovascular diseases",-27.48
"Pulaski County"," Georgia","13","235","Cardiovascular diseases",-50.25
"Putnam County"," Georgia","13","237","Cardiovascular diseases",-49.92
"Quitman County"," Georgia","13","239","Cardiovascular diseases",-60.2
"Rabun County"," Georgia","13","241","Cardiovascular diseases",-44.11
"Randolph County"," Georgia","13","243","Cardiovascular diseases",-46.14
"Richmond County"," Georgia","13","245","Cardiovascular diseases",-43.33
"Rockdale County"," Georgia","13","247","Cardiovascular diseases",-53.98
"Schley County"," Georgia","13","249","Cardiovascular diseases",-50.02
"Screven County"," Georgia","13","251","Cardiovascular diseases",-39.36
"Seminole County"," Georgia","13","253","Cardiovascular diseases",-44.23
"Spalding County"," Georgia","13","255","Cardiovascular diseases",-43.62
"Stephens County"," Georgia","13","257","Cardiovascular diseases",-32.05
"Stewart County"," Georgia","13","259","Cardiovascular diseases",-44.42
"Sumter County"," Georgia","13","261","Cardiovascular diseases",-34.54
"Talbot County"," Georgia","13","263","Cardiovascular diseases",-47.46
"Taliaferro County"," Georgia","13","265","Cardiovascular diseases",-45
"Tattnall County"," Georgia","13","267","Cardiovascular diseases",-44.24
"Taylor County"," Georgia","13","269","Cardiovascular diseases",-43.41
"Telfair County"," Georgia","13","271","Cardiovascular diseases",-51.16
"Terrell County"," Georgia","13","273","Cardiovascular diseases",-40.36
"Thomas County"," Georgia","13","275","Cardiovascular diseases",-45.61
"Tift County"," Georgia","13","277","Cardiovascular diseases",-40.84
"Toombs County"," Georgia","13","279","Cardiovascular diseases",-38.43
"Towns County"," Georgia","13","281","Cardiovascular diseases",-37.59
"Treutlen County"," Georgia","13","283","Cardiovascular diseases",-43.07
"Troup County"," Georgia","13","285","Cardiovascular diseases",-41.85
"Turner County"," Georgia","13","287","Cardiovascular diseases",-41.87
"Twiggs County"," Georgia","13","289","Cardiovascular diseases",-39.32
"Union County"," Georgia","13","291","Cardiovascular diseases",-47.93
"Upson County"," Georgia","13","293","Cardiovascular diseases",-30.24
"Walker County"," Georgia","13","295","Cardiovascular diseases",-24.52
"Walton County"," Georgia","13","297","Cardiovascular diseases",-44.79
"Ware County"," Georgia","13","299","Cardiovascular diseases",-36.69
"Warren County"," Georgia","13","301","Cardiovascular diseases",-43.23
"Washington County"," Georgia","13","303","Cardiovascular diseases",-44.43
"Wayne County"," Georgia","13","305","Cardiovascular diseases",-47.36
"Webster County"," Georgia","13","307","Cardiovascular diseases",-60.22
"Wheeler County"," Georgia","13","309","Cardiovascular diseases",-44
"White County"," Georgia","13","311","Cardiovascular diseases",-43.22
"Whitfield County"," Georgia","13","313","Cardiovascular diseases",-48.01
"Wilcox County"," Georgia","13","315","Cardiovascular diseases",-44.05
"Wilkes County"," Georgia","13","317","Cardiovascular diseases",-38.75
"Wilkinson County"," Georgia","13","319","Cardiovascular diseases",-40.23
"Worth County"," Georgia","13","321","Cardiovascular diseases",-44.64
"Hawaii County"," Hawaii","15","001","Cardiovascular diseases",-39.3
"Honolulu County"," Hawaii","15","003","Cardiovascular diseases",-44.22
"Kalawao County"," Hawaii","15","005","Cardiovascular diseases",-39.7
"Kauai County"," Hawaii","15","007","Cardiovascular diseases",-40.12
"Maui County"," Hawaii","15","009","Cardiovascular diseases",-39.7
"Ada County"," Idaho","16","001","Cardiovascular diseases",-49.43
"Adams County"," Idaho","16","003","Cardiovascular diseases",-51.85
"Bannock County"," Idaho","16","005","Cardiovascular diseases",-29.77
"Bear Lake County"," Idaho","16","007","Cardiovascular diseases",-43.9
"Benewah County"," Idaho","16","009","Cardiovascular diseases",-45.97
"Bingham County"," Idaho","16","011","Cardiovascular diseases",-40.09
"Blaine County"," Idaho","16","013","Cardiovascular diseases",-56.29
"Boise County"," Idaho","16","015","Cardiovascular diseases",-53.5
"Bonner County"," Idaho","16","017","Cardiovascular diseases",-45.78
"Bonneville County"," Idaho","16","019","Cardiovascular diseases",-36.79
"Boundary County"," Idaho","16","021","Cardiovascular diseases",-29.82
"Butte County"," Idaho","16","023","Cardiovascular diseases",-49.85
"Camas County"," Idaho","16","025","Cardiovascular diseases",-53.26
"Canyon County"," Idaho","16","027","Cardiovascular diseases",-42.05
"Caribou County"," Idaho","16","029","Cardiovascular diseases",-33.86
"Cassia County"," Idaho","16","031","Cardiovascular diseases",-35.05
"Clark County"," Idaho","16","033","Cardiovascular diseases",-52.42
"Clearwater County"," Idaho","16","035","Cardiovascular diseases",-44.46
"Custer County"," Idaho","16","037","Cardiovascular diseases",-52.2
"Elmore County"," Idaho","16","039","Cardiovascular diseases",-44.13
"Franklin County"," Idaho","16","041","Cardiovascular diseases",-37.78
"Fremont County"," Idaho","16","043","Cardiovascular diseases",-48.45
"Gem County"," Idaho","16","045","Cardiovascular diseases",-48.93
"Gooding County"," Idaho","16","047","Cardiovascular diseases",-33.7
"Idaho County"," Idaho","16","049","Cardiovascular diseases",-43.33
"Jefferson County"," Idaho","16","051","Cardiovascular diseases",-50.81
"Jerome County"," Idaho","16","053","Cardiovascular diseases",-35.81
"Kootenai County"," Idaho","16","055","Cardiovascular diseases",-51.82
"Latah County"," Idaho","16","057","Cardiovascular diseases",-48.84
"Lemhi County"," Idaho","16","059","Cardiovascular diseases",-47.73
"Lewis County"," Idaho","16","061","Cardiovascular diseases",-48.13
"Lincoln County"," Idaho","16","063","Cardiovascular diseases",-45.5
"Madison County"," Idaho","16","065","Cardiovascular diseases",-40.68
"Minidoka County"," Idaho","16","067","Cardiovascular diseases",-36.85
"Nez Perce County"," Idaho","16","069","Cardiovascular diseases",-39
"Oneida County"," Idaho","16","071","Cardiovascular diseases",-37.77
"Owyhee County"," Idaho","16","073","Cardiovascular diseases",-48.39
"Payette County"," Idaho","16","075","Cardiovascular diseases",-40.13
"Power County"," Idaho","16","077","Cardiovascular diseases",-35.54
"Shoshone County"," Idaho","16","079","Cardiovascular diseases",-45.64
"Teton County"," Idaho","16","081","Cardiovascular diseases",-54.48
"Twin Falls County"," Idaho","16","083","Cardiovascular diseases",-40.09
"Valley County"," Idaho","16","085","Cardiovascular diseases",-62.47
"Washington County"," Idaho","16","087","Cardiovascular diseases",-44.4
"Adams County"," Illinois","17","001","Cardiovascular diseases",-54.81
"Alexander County"," Illinois","17","003","Cardiovascular diseases",-37.2
"Bond County"," Illinois","17","005","Cardiovascular diseases",-55.43
"Boone County"," Illinois","17","007","Cardiovascular diseases",-52.45
"Brown County"," Illinois","17","009","Cardiovascular diseases",-41.47
"Bureau County"," Illinois","17","011","Cardiovascular diseases",-52.5
"Calhoun County"," Illinois","17","013","Cardiovascular diseases",-43.28
"Carroll County"," Illinois","17","015","Cardiovascular diseases",-50.08
"Cass County"," Illinois","17","017","Cardiovascular diseases",-42.03
"Champaign County"," Illinois","17","019","Cardiovascular diseases",-51.97
"Christian County"," Illinois","17","021","Cardiovascular diseases",-43.78
"Clark County"," Illinois","17","023","Cardiovascular diseases",-33.33
"Clay County"," Illinois","17","025","Cardiovascular diseases",-43.11
"Clinton County"," Illinois","17","027","Cardiovascular diseases",-46.33
"Coles County"," Illinois","17","029","Cardiovascular diseases",-46.96
"Cook County"," Illinois","17","031","Cardiovascular diseases",-53.89
"Crawford County"," Illinois","17","033","Cardiovascular diseases",-40.03
"Cumberland County"," Illinois","17","035","Cardiovascular diseases",-48.54
"De Witt County"," Illinois","17","039","Cardiovascular diseases",-44.61
"DeKalb County"," Illinois","17","037","Cardiovascular diseases",-49.24
"Douglas County"," Illinois","17","041","Cardiovascular diseases",-50.83
"DuPage County"," Illinois","17","043","Cardiovascular diseases",-58.26
"Edgar County"," Illinois","17","045","Cardiovascular diseases",-38.02
"Edwards County"," Illinois","17","047","Cardiovascular diseases",-34.96
"Effingham County"," Illinois","17","049","Cardiovascular diseases",-49.45
"Fayette County"," Illinois","17","051","Cardiovascular diseases",-50.64
"Ford County"," Illinois","17","053","Cardiovascular diseases",-37.15
"Franklin County"," Illinois","17","055","Cardiovascular diseases",-53.84
"Fulton County"," Illinois","17","057","Cardiovascular diseases",-46.64
