"County","State","FIPS","GEO_ID","Category","Percent_Change_Mortality_Rate_1980_2014"
"Highlands County"," Florida",12055,"0500000US012055","Cardiovascular diseases",-52.04
"Hillsborough County"," Florida",12057,"0500000US012057","Cardiovascular diseases",-49.53
"Holmes County"," Florida",12059,"0500000US012059","Cardiovascular diseases",-33.18
"Indian River County"," Florida",12061,"0500000US012061","Cardiovascular diseases",-49.84
"Jackson County"," Florida",12063,"0500000US012063","Cardiovascular diseases",-41.4
"Jefferson County"," Florida",12065,"0500000US012065","Cardiovascular diseases",-42.54
"Lafayette County"," Florida",12067,"0500000US012067","Cardiovascular diseases",-44.31
"Lake County"," Florida",12069,"0500000US012069","Cardiovascular diseases",-47.14
"Lee County"," Florida",12071,"0500000US012071","Cardiovascular diseases",-53.67
"Leon County"," Florida",12073,"0500000US012073","Cardiovascular diseases",-44.38
"Levy County"," Florida",12075,"0500000US012075","Cardiovascular diseases",-46.74
"Liberty County"," Florida",12077,"0500000US012077","Cardiovascular diseases",-43.74
"Madison County"," Florida",12079,"0500000US012079","Cardiovascular diseases",-33.96
"Manatee County"," Florida",12081,"0500000US012081","Cardiovascular diseases",-49.23
"Marion County"," Florida",12083,"0500000US012083","Cardiovascular diseases",-45.1
"Martin County"," Florida",12085,"0500000US012085","Cardiovascular diseases",-57.74
"Miami-Dade County"," Florida",12086,"0500000US012086","Cardiovascular diseases",-48.42
"Monroe County"," Florida",12087,"0500000US012087","Cardiovascular diseases",-45.73
"Nassau County"," Florida",12089,"0500000US012089","Cardiovascular diseases",-53.46
"Okaloosa County"," Florida",12091,"0500000US012091","Cardiovascular diseases",-55.18
"Okeechobee County"," Florida",12093,"0500000US012093","Cardiovascular diseases",-47.33
"Orange County"," Florida",12095,"0500000US012095","Cardiovascular diseases",-53.36
"Osceola County"," Florida",12097,"0500000US012097","Cardiovascular diseases",-49.46
"Palm Beach County"," Florida",12099,"0500000US012099","Cardiovascular diseases",-54
"Pasco County"," Florida",12101,"0500000US012101","Cardiovascular diseases",-35.89
"Pinellas County"," Florida",12103,"0500000US012103","Cardiovascular diseases",-42.4
"Polk County"," Florida",12105,"0500000US012105","Cardiovascular diseases",-45.46
"Putnam County"," Florida",12107,"0500000US012107","Cardiovascular diseases",-44.48
"Saint Johns County"," Florida",12109,"0500000US012109","Cardiovascular diseases",-62.74
"Saint Lucie County"," Florida",12111,"0500000US012111","Cardiovascular diseases",-56.79
"Santa Rosa County"," Florida",12113,"0500000US012113","Cardiovascular diseases",-55.03
"Sarasota County"," Florida",12115,"0500000US012115","Cardiovascular diseases",-54.97
"Seminole County"," Florida",12117,"0500000US012117","Cardiovascular diseases",-53.4
"Sumter County"," Florida",12119,"0500000US012119","Cardiovascular diseases",-70.7
"Suwannee County"," Florida",12121,"0500000US012121","Cardiovascular diseases",-39.73
"Taylor County"," Florida",12123,"0500000US012123","Cardiovascular diseases",-47.68
"Union County"," Florida",12125,"0500000US012125","Cardiovascular diseases",-44.41
"Volusia County"," Florida",12127,"0500000US012127","Cardiovascular diseases",-44.58
"Wakulla County"," Florida",12129,"0500000US012129","Cardiovascular diseases",-37.16
"Walton County"," Florida",12131,"0500000US012131","Cardiovascular diseases",-48
"Washington County"," Florida",12133,"0500000US012133","Cardiovascular diseases",-38.66
"Appling County"," Georgia",13001,"0500000US013001","Cardiovascular diseases",-38.18
"Atkinson County"," Georgia",13003,"0500000US013003","Cardiovascular diseases",-50.95
"Bacon County"," Georgia",13005,"0500000US013005","Cardiovascular diseases",-37.18
"Baker County"," Georgia",13007,"0500000US013007","Cardiovascular diseases",-57.13
"Baldwin County"," Georgia",13009,"0500000US013009","Cardiovascular diseases",-29.14
"Banks County"," Georgia",13011,"0500000US013011","Cardiovascular diseases",-39.63
"Barrow County"," Georgia",13013,"0500000US013013","Cardiovascular diseases",-44.75
"Bartow County"," Georgia",13015,"0500000US013015","Cardiovascular diseases",-49.49
"Ben Hill County"," Georgia",13017,"0500000US013017","Cardiovascular diseases",-48.72
"Berrien County"," Georgia",13019,"0500000US013019","Cardiovascular diseases",-43.76
"Bibb County"," Georgia",13021,"0500000US013021","Cardiovascular diseases",-32.74
"Bleckley County"," Georgia",13023,"0500000US013023","Cardiovascular diseases",-45.51
"Brantley County"," Georgia",13025,"0500000US013025","Cardiovascular diseases",-49.29
"Brooks County"," Georgia",13027,"0500000US013027","Cardiovascular diseases",-50.58
"Bryan County"," Georgia",13029,"0500000US013029","Cardiovascular diseases",-48.92
"Bulloch County"," Georgia",13031,"0500000US013031","Cardiovascular diseases",-51.11
"Burke County"," Georgia",13033,"0500000US013033","Cardiovascular diseases",-41.1
"Butts County"," Georgia",13035,"0500000US013035","Cardiovascular diseases",-41.66
"Calhoun County"," Georgia",13037,"0500000US013037","Cardiovascular diseases",-40.12
"Camden County"," Georgia",13039,"0500000US013039","Cardiovascular diseases",-53.65
"Candler County"," Georgia",13043,"0500000US013043","Cardiovascular diseases",-49.57
"Carroll County"," Georgia",13045,"0500000US013045","Cardiovascular diseases",-35.48
"Catoosa County"," Georgia",13047,"0500000US013047","Cardiovascular diseases",-48.28
"Charlton County"," Georgia",13049,"0500000US013049","Cardiovascular diseases",-47.67
"Chatham County"," Georgia",13051,"0500000US013051","Cardiovascular diseases",-47.15
"Chattahoochee County"," Georgia",13053,"0500000US013053","Cardiovascular diseases",-48.19
"Chattooga County"," Georgia",13055,"0500000US013055","Cardiovascular diseases",-44.81
"Cherokee County"," Georgia",13057,"0500000US013057","Cardiovascular diseases",-60.2
"Clarke County"," Georgia",13059,"0500000US013059","Cardiovascular diseases",-47.84
"Clay County"," Georgia",13061,"0500000US013061","Cardiovascular diseases",-45.84
"Clayton County"," Georgia",13063,"0500000US013063","Cardiovascular diseases",-43.77
"Clinch County"," Georgia",13065,"0500000US013065","Cardiovascular diseases",-46.63
"Cobb County"," Georgia",13067,"0500000US013067","Cardiovascular diseases",-55.34
"Coffee County"," Georgia",13069,"0500000US013069","Cardiovascular diseases",-45.82
"Colquitt County"," Georgia",13071,"0500000US013071","Cardiovascular diseases",-34.77
"Columbia County"," Georgia",13073,"0500000US013073","Cardiovascular diseases",-64.76
"Cook County"," Georgia",13075,"0500000US013075","Cardiovascular diseases",-41.39
"Coweta County"," Georgia",13077,"0500000US013077","Cardiovascular diseases",-59.66
"Crawford County"," Georgia",13079,"0500000US013079","Cardiovascular diseases",-48.8
"Crisp County"," Georgia",13081,"0500000US013081","Cardiovascular diseases",-47.5
"Dade County"," Georgia",13083,"0500000US013083","Cardiovascular diseases",-36.64
"Dawson County"," Georgia",13085,"0500000US013085","Cardiovascular diseases",-59.05
"DeKalb County"," Georgia",13089,"0500000US013089","Cardiovascular diseases",-46.45
"Decatur County"," Georgia",13087,"0500000US013087","Cardiovascular diseases",-47.3
"Dodge County"," Georgia",13091,"0500000US013091","Cardiovascular diseases",-42.27
"Dooly County"," Georgia",13093,"0500000US013093","Cardiovascular diseases",-53.04
"Dougherty County"," Georgia",13095,"0500000US013095","Cardiovascular diseases",-40.28
"Douglas County"," Georgia",13097,"0500000US013097","Cardiovascular diseases",-44.39
"Early County"," Georgia",13099,"0500000US013099","Cardiovascular diseases",-29.98
"Echols County"," Georgia",13101,"0500000US013101","Cardiovascular diseases",-52.28
"Effingham County"," Georgia",13103,"0500000US013103","Cardiovascular diseases",-47.63
"Elbert County"," Georgia",13105,"0500000US013105","Cardiovascular diseases",-34.83
"Emanuel County"," Georgia",13107,"0500000US013107","Cardiovascular diseases",-40.43
"Evans County"," Georgia",13109,"0500000US013109","Cardiovascular diseases",-44.73
"Fannin County"," Georgia",13111,"0500000US013111","Cardiovascular diseases",-49.13
"Fayette County"," Georgia",13113,"0500000US013113","Cardiovascular diseases",-59.71
"Floyd County"," Georgia",13115,"0500000US013115","Cardiovascular diseases",-41.17
"Forsyth County"," Georgia",13117,"0500000US013117","Cardiovascular diseases",-66.18
"Franklin County"," Georgia",13119,"0500000US013119","Cardiovascular diseases",-33.48
"Fulton County"," Georgia",13121,"0500000US013121","Cardiovascular diseases",-53.57
"Gilmer County"," Georgia",13123,"0500000US013123","Cardiovascular diseases",-53.92
"Glascock County"," Georgia",13125,"0500000US013125","Cardiovascular diseases",-39.51
"Glynn County"," Georgia",13127,"0500000US013127","Cardiovascular diseases",-52.93
"Gordon County"," Georgia",13129,"0500000US013129","Cardiovascular diseases",-41.46
"Grady County"," Georgia",13131,"0500000US013131","Cardiovascular diseases",-43.69
"Greene County"," Georgia",13133,"0500000US013133","Cardiovascular diseases",-55.05
"Gwinnett County"," Georgia",13135,"0500000US013135","Cardiovascular diseases",-55.94
"Habersham County"," Georgia",13137,"0500000US013137","Cardiovascular diseases",-51.1
"Hall County"," Georgia",13139,"0500000US013139","Cardiovascular diseases",-52.16
"Hancock County"," Georgia",13141,"0500000US013141","Cardiovascular diseases",-55.59
"Haralson County"," Georgia",13143,"0500000US013143","Cardiovascular diseases",-26.3
"Harris County"," Georgia",13145,"0500000US013145","Cardiovascular diseases",-56.48
"Hart County"," Georgia",13147,"0500000US013147","Cardiovascular diseases",-44.31
"Heard County"," Georgia",13149,"0500000US013149","Cardiovascular diseases",-54.87
"Henry County"," Georgia",13151,"0500000US013151","Cardiovascular diseases",-53.49
"Houston County"," Georgia",13153,"0500000US013153","Cardiovascular diseases",-52.66
"Irwin County"," Georgia",13155,"0500000US013155","Cardiovascular diseases",-48.35
"Jackson County"," Georgia",13157,"0500000US013157","Cardiovascular diseases",-44.48
"Jasper County"," Georgia",13159,"0500000US013159","Cardiovascular diseases",-41.45
"Jeff Davis County"," Georgia",13161,"0500000US013161","Cardiovascular diseases",-36.76
"Jefferson County"," Georgia",13163,"0500000US013163","Cardiovascular diseases",-27.61
"Jenkins County"," Georgia",13165,"0500000US013165","Cardiovascular diseases",-52.82
"Johnson County"," Georgia",13167,"0500000US013167","Cardiovascular diseases",-42.11
"Jones County"," Georgia",13169,"0500000US013169","Cardiovascular diseases",-47.56
"Lamar County"," Georgia",13171,"0500000US013171","Cardiovascular diseases",-42.07
"Lanier County"," Georgia",13173,"0500000US013173","Cardiovascular diseases",-52.65
"Laurens County"," Georgia",13175,"0500000US013175","Cardiovascular diseases",-37.47
"Lee County"," Georgia",13177,"0500000US013177","Cardiovascular diseases",-45.7
"Liberty County"," Georgia",13179,"0500000US013179","Cardiovascular diseases",-47.97
"Lincoln County"," Georgia",13181,"0500000US013181","Cardiovascular diseases",-43.47
"Long County"," Georgia",13183,"0500000US013183","Cardiovascular diseases",-61.64
"Lowndes County"," Georgia",13185,"0500000US013185","Cardiovascular diseases",-42.89
"Lumpkin County"," Georgia",13187,"0500000US013187","Cardiovascular diseases",-48.78
"Macon County"," Georgia",13193,"0500000US013193","Cardiovascular diseases",-32.51
"Madison County"," Georgia",13195,"0500000US013195","Cardiovascular diseases",-35.23
"Marion County"," Georgia",13197,"0500000US013197","Cardiovascular diseases",-50.8
"McDuffie County"," Georgia",13189,"0500000US013189","Cardiovascular diseases",-42.46
"McIntosh County"," Georgia",13191,"0500000US013191","Cardiovascular diseases",-66.75
"Meriwether County"," Georgia",13199,"0500000US013199","Cardiovascular diseases",-39.18
"Miller County"," Georgia",13201,"0500000US013201","Cardiovascular diseases",-40.67
"Mitchell County"," Georgia",13205,"0500000US013205","Cardiovascular diseases",-45.04
"Monroe County"," Georgia",13207,"0500000US013207","Cardiovascular diseases",-47
"Montgomery County"," Georgia",13209,"0500000US013209","Cardiovascular diseases",-46.04
"Morgan County"," Georgia",13211,"0500000US013211","Cardiovascular diseases",-40.78
"Murray County"," Georgia",13213,"0500000US013213","Cardiovascular diseases",-36.13
"Muscogee County"," Georgia",13215,"0500000US013215","Cardiovascular diseases",-44.14
"Newton County"," Georgia",13217,"0500000US013217","Cardiovascular diseases",-47.55
"Oconee County"," Georgia",13219,"0500000US013219","Cardiovascular diseases",-48.21
"Oglethorpe County"," Georgia",13221,"0500000US013221","Cardiovascular diseases",-53.77
"Paulding County"," Georgia",13223,"0500000US013223","Cardiovascular diseases",-58.96
"Peach County"," Georgia",13225,"0500000US013225","Cardiovascular diseases",-40.58
"Pickens County"," Georgia",13227,"0500000US013227","Cardiovascular diseases",-51.7
"Pierce County"," Georgia",13229,"0500000US013229","Cardiovascular diseases",-48.28
"Pike County"," Georgia",13231,"0500000US013231","Cardiovascular diseases",-46.78
"Polk County"," Georgia",13233,"0500000US013233","Cardiovascular diseases",-27.48
"Pulaski County"," Georgia",13235,"0500000US013235","Cardiovascular diseases",-50.25
"Putnam County"," Georgia",13237,"0500000US013237","Cardiovascular diseases",-49.92
"Quitman County"," Georgia",13239,"0500000US013239","Cardiovascular diseases",-60.2
"Rabun County"," Georgia",13241,"0500000US013241","Cardiovascular diseases",-44.11
"Randolph County"," Georgia",13243,"0500000US013243","Cardiovascular diseases",-46.14
"Richmond County"," Georgia",13245,"0500000US013245","Cardiovascular diseases",-43.33
"Rockdale County"," Georgia",13247,"0500000US013247","Cardiovascular diseases",-53.98
"Schley County"," Georgia",13249,"0500000US013249","Cardiovascular diseases",-50.02
"Screven County"," Georgia",13251,"0500000US013251","Cardiovascular diseases",-39.36
"Seminole County"," Georgia",13253,"0500000US013253","Cardiovascular diseases",-44.23
"Spalding County"," Georgia",13255,"0500000US013255","Cardiovascular diseases",-43.62
"Stephens County"," Georgia",13257,"0500000US013257","Cardiovascular diseases",-32.05
"Stewart County"," Georgia",13259,"0500000US013259","Cardiovascular diseases",-44.42
"Sumter County"," Georgia",13261,"0500000US013261","Cardiovascular diseases",-34.54
"Talbot County"," Georgia",13263,"0500000US013263","Cardiovascular diseases",-47.46
"Taliaferro County"," Georgia",13265,"0500000US013265","Cardiovascular diseases",-45
"Tattnall County"," Georgia",13267,"0500000US013267","Cardiovascular diseases",-44.24
"Taylor County"," Georgia",13269,"0500000US013269","Cardiovascular diseases",-43.41
"Telfair County"," Georgia",13271,"0500000US013271","Cardiovascular diseases",-51.16
"Terrell County"," Georgia",13273,"0500000US013273","Cardiovascular diseases",-40.36
"Thomas County"," Georgia",13275,"0500000US013275","Cardiovascular diseases",-45.61
"Tift County"," Georgia",13277,"0500000US013277","Cardiovascular diseases",-40.84
"Toombs County"," Georgia",13279,"0500000US013279","Cardiovascular diseases",-38.43
"Towns County"," Georgia",13281,"0500000US013281","Cardiovascular diseases",-37.59
"Treutlen County"," Georgia",13283,"0500000US013283","Cardiovascular diseases",-43.07
"Troup County"," Georgia",13285,"0500000US013285","Cardiovascular diseases",-41.85
"Turner County"," Georgia",13287,"0500000US013287","Cardiovascular diseases",-41.87
"Twiggs County"," Georgia",13289,"0500000US013289","Cardiovascular diseases",-39.32
"Union County"," Georgia",13291,"0500000US013291","Cardiovascular diseases",-47.93
